fileName,relativePath,extension,initialClass,inferredGrades,subject,sha256,decision
IQ2324-TTA5-VQG-PHANDAPAN-MK 1234 (1)_watermark.pdf,ôn IQ cũ-TTV QG 23456+TTA QG 45/IQ2324-TTA5-VQG-PHANDAPAN-MK 1234 (1)_watermark.pdf,.pdf,OCR/scan,5,math_en,30D23FA862BE2E6257CCDDB46D5FC54A0C980E85904430B37B91D3DFA8D1F447,Bỏ qua — cần OCR
IQ2324-TTA5-VQG-PHANDE_watermark.pdf,ôn IQ cũ-TTV QG 23456+TTA QG 45/IQ2324-TTA5-VQG-PHANDE_watermark.pdf,.pdf,OCR/scan,5,math_en,641460E92241E289A2EB0165C09329ECE7CCF28D33CED7D08B9B139F1B4C529F,Bỏ qua — cần OCR
IQ2324-TTV4-VQG-PHANDAPAN-MK 1234_watermark.pdf,ôn IQ cũ-TTV QG 23456+TTA QG 45/IQ2324-TTV4-VQG-PHANDAPAN-MK 1234_watermark.pdf,.pdf,OCR/scan,4,math,FCEAADC4934408141AFA1A0E18010884A5E2934278CBEE1C3E6FC7D157CE403A,Bỏ qua — cần OCR
IQ2324-TTV5-ÔN-VQG-PHANDAPAN-MK 1234_watermark.pdf,ôn IQ cũ-TTV QG 23456+TTA QG 45/IQ2324-TTV5-ÔN-VQG-PHANDAPAN-MK 1234_watermark.pdf,.pdf,OCR/scan,5,math,97BBCBAB51F7DEB888F0C381777EB6849FFA00C23BB3A65DAF7E1B7885B96E75,Bỏ qua — cần OCR
IQ2324-TTV5-ÔN-VQG-PHANDE-MK 1234_watermark.pdf,ôn IQ cũ-TTV QG 23456+TTA QG 45/IQ2324-TTV5-ÔN-VQG-PHANDE-MK 1234_watermark.pdf,.pdf,OCR/scan,5,math,C713CDD44682C39B8ED2FAD263201D40E49D8B88E34BF011A07A03EFD49B92DC,Bỏ qua — cần OCR
IQ2425-TTA4-ON-VQG-PHANDAPAN_watermark.pdf,ôn IQ cũ-TTV QG 23456+TTA QG 45/IQ2425-TTA4-ON-VQG-PHANDAPAN_watermark.pdf,.pdf,OCR/scan,4,math_en,8461AA451FCACBB4E727DAC54431C97D6D906BD96BFE55083B89D61DF4AA5271,Bỏ qua — cần OCR
IQ2425-ÔN TTV2-QG-PHANDAN.pdf,ôn IQ cũ-TTV QG 23456+TTA QG 45/IQ2425-ÔN TTV2-QG-PHANDAN.pdf,.pdf,OCR/scan,2,math,FD87FE794DE337C1B597CC06E5FE435856113FBB427F2EE506ACA12CCFD0D63B,Bỏ qua — cần OCR
IQ2425-ÔN TTV2-QG-PHANDE.pdf,ôn IQ cũ-TTV QG 23456+TTA QG 45/IQ2425-ÔN TTV2-QG-PHANDE.pdf,.pdf,OCR/scan,2,math,B9024761919C2CA2C5219DFC21153F008BBCFCB9396E0A0DD23824F9F75B3955,Bỏ qua — cần OCR
IQ2425-ÔN TTV4-QG-PHANDAPAN.pdf,ôn IQ cũ-TTV QG 23456+TTA QG 45/IQ2425-ÔN TTV4-QG-PHANDAPAN.pdf,.pdf,OCR/scan,4,math,A06106F1B995D5567B10C1F3CF83B8CCD6FBC21353DFC2329C6420AD764A233D,Bỏ qua — cần OCR
IQ2425-ÔN TTV4-QG-PHANDE.pdf,ôn IQ cũ-TTV QG 23456+TTA QG 45/IQ2425-ÔN TTV4-QG-PHANDE.pdf,.pdf,OCR/scan,4,math,A484ECCCC1860671B8FE987AEE2934038A2E8153FA88BD4AABA7D3EF5EC13576,Bỏ qua — cần OCR
TTV4-VONG5-PHANDE.pdf,ĐE THI TU VONG 1-9  violympic TTV LOP 4/LỚP 4/TTV4-VONG5-PHANDE.pdf,.pdf,OCR/scan,4,math,DC24751889B735D320E5DCCEA4D65256A2A9B246C93C94BE698DA799AB42B72D,Bỏ qua — cần OCR
Lớp 1_mã 1.pdf,ĐỀ THI THẬT TỈNH NĂM 2025 VIOLYMPIC lớp 1/Lớp 1_mã 1.pdf,.pdf,non-OCR,1,math,9D3D379627B4EEAB0D05F34F0DF251B19051A267A14A9DC40D5176CA41560D9E,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
Lớp 1_mã 2.pdf,ĐỀ THI THẬT TỈNH NĂM 2025 VIOLYMPIC lớp 1/Lớp 1_mã 2.pdf,.pdf,non-OCR,1,math,396DD94BC418A71FBCE643EA012AB64D4E59D1A4D9E660D0C73564D1A107809E,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
Lớp 1_mã 3.pdf,ĐỀ THI THẬT TỈNH NĂM 2025 VIOLYMPIC lớp 1/Lớp 1_mã 3.pdf,.pdf,non-OCR,1,math,1658ED37FBC0D3B3A26178F19A75F2DCEC5B4D9E0F2047547409B8BF07840FDF,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
TTA 1.zip,ĐỀ THI THẬT TỈNH NĂM 2025 VIOLYMPIC lớp 1/TTA 1.zip,.zip,non-OCR,1,math_en,3FE3C8A614F8727F738593CA00B470D7F6B44B304801B7C5A56E33A1BF58B88E,Bỏ qua — tệp chứa/không phải tài liệu text
TTV1 -Mã 4 đê thi cấp tỉnh.pdf,ĐỀ THI THẬT TỈNH NĂM 2025 VIOLYMPIC lớp 1/TTV1 -Mã 4 đê thi cấp tỉnh.pdf,.pdf,OCR/scan,1,math,ACBB0CD3828B5B22FE8AD65A607D6C79E4982676557A78A69FBDD024FDA92EDD,Bỏ qua — cần OCR
Lớp 2_Mã 1_Cấp tỉnh-TTV violympic.pdf,ĐỀ THI THẬT TỈNH NĂM 2025 VIOLYMPIC lớp 2/Lớp 2_Mã 1_Cấp tỉnh-TTV violympic.pdf,.pdf,non-OCR,2,math,85986FE9D8ED2C9FAA0CD92975C3C9338EE62614E564C944FC90FF0CE9165A32,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
Lớp 2_mã 2_cấp tỉnh.pdf,ĐỀ THI THẬT TỈNH NĂM 2025 VIOLYMPIC lớp 2/Lớp 2_mã 2_cấp tỉnh.pdf,.pdf,non-OCR,2,math,BC83757B5CBF4AA656263FDF067F1B81D23C99FBF953638C39120CEBC5DE235B,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
Lớp 2_Mã 3_tỉnh.pdf,ĐỀ THI THẬT TỈNH NĂM 2025 VIOLYMPIC lớp 2/Lớp 2_Mã 3_tỉnh.pdf,.pdf,non-OCR,2,math,ACAF03783FA798C1685934DD88699B3B1F277AEB71B87199BCBACFA550498FEC,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
TTA2 cấp tỉnh (Mã 01)_2024-2025.pdf,ĐỀ THI THẬT TỈNH NĂM 2025 VIOLYMPIC lớp 2/TTA2 cấp tỉnh (Mã 01)_2024-2025.pdf,.pdf,non-OCR,2,math_en,73FDE2B57EEB376326134E6F7ABC1E252D29492272A30CC1835BD3401C35BE57,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
TV2 cấp tỉnh (Mã 01)_2024-2025.pdf,ĐỀ THI THẬT TỈNH NĂM 2025 VIOLYMPIC lớp 2/TV2 cấp tỉnh (Mã 01)_2024-2025.pdf,.pdf,non-OCR,2,vietnamese,ADEB4BA39F5352FF8FC7633B948A42674FBD0DE6194F9FE5F93C5A0A2F048A6E,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
Lớp 3 cấp tỉnh.pdf,ĐỀ THI THẬT TỈNH NĂM 2025 VIOLYMPIC lớp 3/Lớp 3 cấp tỉnh.pdf,.pdf,non-OCR,3,math,F4DF8963FCB5225900B33F4B2CE7A31871C4EBBEF53D32C5254AC7367FE14DD5,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
TTA3 cấp tỉnh (Mã 01)_2024-2025.pdf,ĐỀ THI THẬT TỈNH NĂM 2025 VIOLYMPIC lớp 3/TTA3 cấp tỉnh (Mã 01)_2024-2025.pdf,.pdf,non-OCR,3,math_en,D4ED0C8A21DE0096AC78C18077BD17B74F1E787D37D94183F3789CF46314AD7F,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
TTV3 cấp tỉnh (Mã 02)_2024-2025.pdf,ĐỀ THI THẬT TỈNH NĂM 2025 VIOLYMPIC lớp 3/TTV3 cấp tỉnh (Mã 02)_2024-2025.pdf,.pdf,non-OCR,3,math,29DD5118ADC207E115E4E8F942D53C3EC2E67F27522735FADC2FF182088E4A7F,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
TV3 cấp tỉnh (Mã 01)_2024-2025.pdf,ĐỀ THI THẬT TỈNH NĂM 2025 VIOLYMPIC lớp 3/TV3 cấp tỉnh (Mã 01)_2024-2025.pdf,.pdf,non-OCR,3,vietnamese,552D1D6083BA2A303EAF764642A6C093DD399C1173D0CCDB612882D3E99D6A05,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
Lớp 4_mã 1.pdf,ĐỀ THI THẬT TỈNH NĂM 2025 VIOLYMPIC lớp 4/Lớp 4_mã 1.pdf,.pdf,non-OCR,4,math,1C412A54ED5BC0220A13914D83E52C1FDEE570C46350D7BEF37F484A6A5F26BB,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
Lớp 4_mã 2.pdf,ĐỀ THI THẬT TỈNH NĂM 2025 VIOLYMPIC lớp 4/Lớp 4_mã 2.pdf,.pdf,non-OCR,4,math,1A8983166C1F831F614E62753A99FF3E92DA9BEBE5AEFA29B7E520AEF1A3B3A5,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
Toán tiếng anh 4.pdf,ĐỀ THI THẬT TỈNH NĂM 2025 VIOLYMPIC lớp 4/Toán tiếng anh 4.pdf,.pdf,OCR/scan,4,math_en,F1C3E1E4E41829D683C3972D75772E88262B2146B922A1047CA856258F5DA862,Bỏ qua — cần OCR
TV4 cấp tỉnh (Mã 01)_2024-2025.pdf,ĐỀ THI THẬT TỈNH NĂM 2025 VIOLYMPIC lớp 4/TV4 cấp tỉnh (Mã 01)_2024-2025.pdf,.pdf,non-OCR,4,vietnamese,3AB6917704CE866C2D350C8D65589138495EFCB7F477E03DE4771BDC553D1C86,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
Lớp 5. Violympic  18-2.pdf,ĐỀ THI THẬT TỈNH NĂM 2025 VIOLYMPIC lớp 5/Lớp 5. Violympic  18-2.pdf,.pdf,OCR/scan,5,math,660B883814425C86C0D640D9A0A37C6DBCE514A6C53FD6B36C673687046AEF24,Bỏ qua — cần OCR
TTA5 cấp tỉnh (Mã 01)_2024-2025.pdf,ĐỀ THI THẬT TỈNH NĂM 2025 VIOLYMPIC lớp 5/TTA5 cấp tỉnh (Mã 01)_2024-2025.pdf,.pdf,non-OCR,5,math_en,3C30D3F7BFC073C681662E95BF7578CBFA5400022E2098B6A44F1E57231F22CF,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
TTV5 cấp tỉnh (Mã 02)_2024-2025.pdf,ĐỀ THI THẬT TỈNH NĂM 2025 VIOLYMPIC lớp 5/TTV5 cấp tỉnh (Mã 02)_2024-2025.pdf,.pdf,non-OCR,5,math,C26F7AF0F27E2B7CC7EEF4AA097364F9AFF1261F99AA11AA8950F3E13FF785E3,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
TV5_ cấp tỉnh (Mã 01)_2024-2025 .pdf,ĐỀ THI THẬT TỈNH NĂM 2025 VIOLYMPIC lớp 5/TV5_ cấp tỉnh (Mã 01)_2024-2025 .pdf,.pdf,non-OCR,5,vietnamese,C335CAE76FEA15FB4A648377FEF62718FF8742443B9DA1B6B5EC9F6C20D2C57B,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
